DATE,y
2012-09-07,1129.0803999999998
2012-09-08,656.4512
2012-09-09,9.2612
2012-09-10,1623.1835999999998
2012-09-11,2671.4716
2012-09-12,1728.9260000000002
2012-09-13,1483.8968
2012-09-14,1139.2352
2012-09-15,453.49160000000006
2012-09-16,44.5408
2012-09-17,1642.0151999999998
2012-09-18,1841.7479999999998
2012-09-19,1085.5452
2012-09-20,2221.6556
2012-09-21,2014.7816
2012-09-22,1044.8239999999998
2012-09-23,54.8156
2012-09-24,2576.7056
2012-09-25,2322.1048
2012-09-26,1671.694
2012-09-27,2427.6764000000003
2012-09-28,1507.398
2012-09-29,462.45480000000003
2012-09-30,
2012-10-01,1519.5020000000002
2012-10-02,1975.6712
2012-10-03,2820.2816
2012-10-04,1906.2448000000002
2012-10-05,1656.2823999999998
2012-10-06,1687.1368
2012-10-07,34.488
2012-10-08,1238.95
2012-10-09,3260.7891999999997
2012-10-10,2306.0076
2012-10-11,2602.8348
2012-10-12,2122.4308
2012-10-13,1059.65
2012-10-14,138.9616
2012-10-15,1883.4707999999998
2012-10-16,3919.8232000000003
2012-10-17,1395.3676
2012-10-18,2580.2436
2012-10-19,2569.2852
2012-10-20,1999.318
2012-10-21,606.3468
2012-10-22,2210.0812
2012-10-23,3671.6484
2012-10-24,2333.5184
2012-10-25,2792.9464000000003
2012-10-26,2771.9372
2012-10-27,1525.5836
2012-10-28,63.4404
2012-10-29,2117.7032
2012-10-30,1870.0652
2012-10-31,3596.0096000000003
2012-11-01,96.9608
2012-11-02,1964.4816
2012-11-03,1218.8508
2012-11-04,101.32639999999999
2012-11-05,2240.9139999999998
2012-11-06,3819.5872
2012-11-07,2143.2816000000003
2012-11-08,2164.1892000000003
2012-11-09,2875.7291999999998
2012-11-10,1181.818
2012-11-11,59.2856
2012-11-12,2580.2104
2012-11-13,1974.2692000000002
2012-11-14,4076.8264
2012-11-15,1416.9792000000002
2012-11-16,1974.9788
2012-11-17,1143.6976
2012-11-18,229.6232
2012-11-19,1681.1576
2012-11-20,2332.364
2012-11-21,2191.7448
2012-11-22,1476.138
2012-11-23,1791.1228
2012-11-24,836.3128
2012-11-25,42.1408
2012-11-26,2029.6888000000001
2012-11-27,1902.1336
2012-11-28,1769.266
2012-11-29,1420.3892
2012-11-30,694.3703999999999
2012-12-01,615.5187999999999
2012-12-02,318.4332
2012-12-03,2276.6652
2012-12-04,1641.3716
2012-12-05,1468.7384
2012-12-06,1537.0996
2012-12-07,1573.3344
2012-12-08,79.1796
2012-12-09,253.30360000000002
2012-12-10,1368.7884
2012-12-11,2006.1812
2012-12-12,1967.2507999999998
2012-12-13,1593.85
2012-12-14,1694.714
2012-12-15,890.9567999999999
2012-12-16,137.3364
2012-12-17,850.4836
2012-12-18,1715.0667999999998
2012-12-19,889.2724000000001
2012-12-20,1188.0596
2012-12-21,593.4004
2012-12-22,925.5319999999999
2012-12-23,9.7784
2012-12-24,
2012-12-25,
2012-12-26,
2012-12-27,605.5176
2012-12-28,792.6972000000001
2012-12-29,555.4916000000001
2012-12-30,114.65879999999999
2012-12-31,263.9316
2013-01-01,
2013-01-02,2660.948
2013-01-03,1696.4904000000001
2013-01-04,931.6768
2013-01-05,1867.0544
2013-01-06,22.4896
2013-01-07,2203.7504
2013-01-08,4312.8848
2013-01-09,2030.2476000000001
2013-01-10,2109.5204
2013-01-11,1871.7276000000002
2013-01-12,786.3996000000001
2013-01-13,628.4536
2013-01-14,3262.5247999999997
2013-01-15,2300.2048
2013-01-16,2197.1732
2013-01-17,1864.1084
2013-01-18,1111.6944
2013-01-19,1010.5828
2013-01-20,595.7436
2013-01-21,1272.2404
2013-01-22,2346.3360000000002
2013-01-23,3081.046
2013-01-24,3103.7488
2013-01-25,1565.6412
2013-01-26,1573.4879999999998
2013-01-27,652.4008
2013-01-28,4579.5796
2013-01-29,6290.3164
2013-01-30,5198.1832
2013-01-31,11189.614399999999
2013-02-01,2813.5332
2013-02-02,2034.6816000000001
2013-02-03,136.2972
2013-02-04,2965.968
2013-02-05,3199.8688
2013-02-06,2924.1315999999997
2013-02-07,2188.244
2013-02-08,1179.5203999999999
2013-02-09,2521.1556
2013-02-10,42.3012
2013-02-11,2911.4532
2013-02-12,2782.5376
2013-02-13,2939.1304
2013-02-14,1801.5316
2013-02-15,3923.6288
2013-02-16,1620.4707999999998
2013-02-17,611.2728
2013-02-18,3329.3540000000003
2013-02-19,2653.6832
2013-02-20,2033.318
2013-02-21,1122.2808
2013-02-22,2353.3044
2013-02-23,1539.164
2013-02-24,152.97879999999998
2013-02-25,1307.1444000000001
2013-02-26,1381.3708
2013-02-27,3163.062
2013-02-28,1940.4672
2013-03-01,1795.4656
2013-03-02,2191.7968
2013-03-03,146.0632
2013-03-04,2725.8196000000003
2013-03-05,2755.7356
2013-03-06,992.706
2013-03-07,1415.1044
2013-03-08,2590.186
2013-03-09,589.9996
2013-03-10,196.4116
2013-03-11,2509.8408
2013-03-12,2650.0376
2013-03-13,2138.7964
2013-03-14,1451.338
2013-03-15,1098.1804
2013-03-16,1077.9164
2013-03-17,38.2624
2013-03-18,1141.1104
2013-03-19,1768.2332000000001
2013-03-20,1979.7312
2013-03-21,2302.2952
2013-03-22,1703.0964000000001
2013-03-23,1526.4076
2013-03-24,35.6516
2013-03-25,1390.5539999999999
2013-03-26,2201.624
2013-03-27,3200.5932000000003
2013-03-28,2484.1484
2013-03-29,2286.9328
2013-03-30,1264.5572
2013-03-31,
2013-04-01,226.4032
2013-04-02,1857.3676
2013-04-03,2053.1972
2013-04-04,1619.066
2013-04-05,1020.7464
2013-04-06,1368.7932
2013-04-07,402.5844
2013-04-08,3036.402
2013-04-09,1429.7212
2013-04-10,1432.136
2013-04-11,1666.2484
2013-04-12,1443.632
2013-04-13,841.2755999999999
2013-04-14,198.2676
2013-04-15,1790.5351999999998
2013-04-16,2201.314
2013-04-17,3807.8848
2013-04-18,2387.9120000000003
2013-04-19,1814.2428
2013-04-20,1962.7388
2013-04-21,169.7656
2013-04-22,1073.8928
2013-04-23,1872.1272
2013-04-24,1299.1408000000001
2013-04-25,144.89600000000002
2013-04-26,1900.86
2013-04-27,1695.5924
2013-04-28,27.9252
2013-04-29,2192.9176
2013-04-30,2817.8608000000004
2013-05-01,79.452
2013-05-02,1898.8324
2013-05-03,3332.9528000000005
2013-05-04,1308.7896
2013-05-05,388.934
2013-05-06,2085.438
2013-05-07,3061.2072
2013-05-08,3671.0468
2013-05-09,1672.116
2013-05-10,2116.5464
2013-05-11,1260.1516000000001
2013-05-12,190.426
2013-05-13,2844.6276000000003
2013-05-14,1651.7716
2013-05-15,3975.9447999999998
2013-05-16,2819.2124
2013-05-17,1857.6996
2013-05-18,1527.4344
2013-05-19,96.2736
2013-05-20,2660.5303999999996
2013-05-21,1564.9796
2013-05-22,2565.2448
2013-05-23,3255.6367999999998
2013-05-24,1636.6684
2013-05-25,984.9472000000001
2013-05-26,39.1372
2013-05-27,1228.0696
2013-05-28,2922.3291999999997
2013-05-29,3054.2672
2013-05-30,2956.758
2013-05-31,2674.4676
2013-06-01,1748.0724
2013-06-02,126.314
2013-06-03,2288.4708
2013-06-04,3285.4752000000003
2013-06-05,3061.7816
2013-06-06,1664.5848
2013-06-07,2207.3656
2013-06-08,1764.0636
2013-06-09,107.264
2013-06-10,2491.8379999999997
2013-06-11,2394.0052
2013-06-12,2080.4376
2013-06-13,3161.6356
2013-06-14,1347.0172
2013-06-15,1479.7648000000002
2013-06-16,155.5428
2013-06-17,1954.0788
2013-06-18,2827.3696
2013-06-19,2879.0804
2013-06-20,2338.7796
2013-06-21,2207.1376
2013-06-22,1435.2788
2013-06-23,31.909200000000002
2013-06-24,2162.3104000000003
2013-06-25,1844.0388
2013-06-26,1809.2936
2013-06-27,1874.4424
2013-06-28,1921.8568
2013-06-29,711.6132000000001
2013-06-30,135.9244
2013-07-01,868.2692
2013-07-02,1500.8156
2013-07-03,2652.4632
2013-07-04,1177.6972
2013-07-05,1758.0279999999998
2013-07-06,394.95
2013-07-07,
2013-07-08,1644.6760000000002
2013-07-09,1761.5151999999998
2013-07-10,1309.672
2013-07-11,1501.374
2013-07-12,1729.0708
2013-07-13,912.8539999999999
2013-07-14,203.78119999999998
2013-07-15,1440.0067999999999
2013-07-16,1882.1704
2013-07-17,2225.9564
2013-07-18,1387.6744
2013-07-19,2354.0604000000003
2013-07-20,379.774
2013-07-21,
2013-07-22,1482.276
2013-07-23,1949.7028
2013-07-24,3035.7144
2013-07-25,893.868
2013-07-26,2365.7436
2013-07-27,798.3416000000001
2013-07-28,240.2648
2013-07-29,1867.7028
2013-07-30,1647.104
2013-07-31,532.6283999999999
2013-08-01,2415.0992
2013-08-02,1177.5408
2013-08-03,1230.4316000000001
2013-08-04,128.7132
2013-08-05,432.914
2013-08-06,1184.7476
2013-08-07,985.0203999999999
2013-08-08,616.828
2013-08-09,746.7136
2013-08-10,462.8772
2013-08-12,47.9864
2013-08-13,21.312399999999997
2013-08-14,136.9636
2013-08-15,
2013-08-16,
2013-08-17,
2013-08-18,
2013-08-19,435.61480000000006
2013-08-20,43.9884
2013-08-21,178.2532
2013-08-22,273.56080000000003
2013-08-23,987.7292
2013-08-24,120.25959999999999
2013-08-25,67.24119999999999
2013-08-26,449.06800000000004
2013-08-27,1278.2528
2013-08-28,368.7924
2013-08-29,794.666
2013-08-30,295.3168
2013-08-31,683.8316
2013-09-01,83.42399999999999
2013-09-02,1657.8492
2013-09-03,1785.0804
2013-09-04,1695.9596
2013-09-05,1331.5320000000002
2013-09-06,3415.0636
2013-09-07,1036.3048
2013-09-08,166.7852
2013-09-09,1023.5652
2013-09-10,2048.0016
2013-09-11,2968.094
2013-09-12,1348.3051999999998
2013-09-13,1939.6248
2013-09-14,819.4860000000001
2013-09-15,0.0
2013-09-16,1000.3439999999999
2013-09-17,1473.9460000000001
2013-09-18,1365.9651999999999
2013-09-19,1477.8404
2013-09-20,1768.8483999999999
2013-09-21,651.566
2013-09-22,264.94759999999997
2013-09-23,3088.5784000000003
2013-09-24,1538.0404
2013-09-25,2742.4640000000004
2013-09-26,1448.9104
2013-09-27,2153.3884
2013-09-28,1640.3092000000001
2013-09-29,324.2264
2013-09-30,1422.9884
2013-10-01,2579.6423999999997
2013-10-02,3059.4108
2013-10-03,2078.9168
2013-10-04,1802.5576
2013-10-05,1126.7604
2013-10-06,231.04
2013-10-07,2517.4312
2013-10-08,3212.0876000000003
2013-10-09,3125.9752000000003
2013-10-10,2105.1751999999997
2013-10-11,2570.5188
2013-10-12,1342.0792000000001
2013-10-13,146.25879999999998
2013-10-14,2190.4827999999998
2013-10-15,2066.6636
2013-10-16,3878.5984000000003
2013-10-17,2354.1983999999998
2013-10-18,2668.0268
2013-10-19,1643.4460000000001
2013-10-20,121.1308
2013-10-21,1470.5604
2013-10-22,4236.2432
2013-10-23,2765.2171999999996
2013-10-24,2678.8312
2013-10-25,2852.54
2013-10-26,1333.4316000000001
2013-10-27,154.92
2013-10-28,1824.3504
2013-10-29,4471.96
2013-10-30,3974.5371999999998
2013-10-31,2809.3315999999995
2013-11-01,138.9632
2013-11-02,1755.9184
2013-11-03,410.5884
2013-11-04,2034.13
2013-11-05,3331.4936
2013-11-06,2542.24
2013-11-07,3235.4596
2013-11-08,2170.5748000000003
2013-11-09,2623.5964000000004
2013-11-10,524.5323999999999
2013-11-11,3424.1652000000004
2013-11-12,1877.4135999999999
2013-11-13,2184.1044
2013-11-14,1857.0739999999998
2013-11-15,2142.4988
2013-11-16,1222.482
2013-11-17,64.032
2013-11-18,2155.7824
2013-11-19,2433.5852
2013-11-20,1648.726
2013-11-21,1255.9596000000001
2013-11-22,1569.9568
2013-11-23,610.8616000000001
2013-11-24,108.46719999999999
2013-11-25,1515.2976
2013-11-26,1937.0811999999999
2013-11-27,2443.32
2013-11-28,2337.8068
2013-11-29,566.2176000000001
2013-11-30,932.7408
2013-12-01,219.78080000000003
2013-12-02,1398.6532
2013-12-03,2311.36
2013-12-04,1171.6192
2013-12-05,907.334
2013-12-06,904.7288000000001
2013-12-07,727.5648
2013-12-08,96.33959999999999
2013-12-09,1256.0792
2013-12-10,2122.6192
2013-12-11,1107.5664
2013-12-12,2105.0712
2013-12-13,1719.37
2013-12-14,1077.4832000000001
2013-12-15,19.6756
2013-12-16,1598.8996
2013-12-17,2019.1352
2013-12-18,1959.3572
2013-12-19,1639.5667999999998
2013-12-20,2084.7676
2013-12-21,440.5256
2013-12-22,291.51439999999997
2013-12-23,846.4232000000001
2013-12-24,479.9196
2013-12-25,
2013-12-26,51.1232
2013-12-27,830.9911999999999
2013-12-28,1195.0475999999999
2013-12-29,536.1572
2013-12-30,1180.2076
2013-12-31,321.1332
2014-01-01,111.57719999999999
2014-01-02,1597.3908
2014-01-03,1589.9848000000002
2014-01-04,1235.8552
2014-01-05,286.134
2014-01-06,161.908
2014-01-07,4251.7776
2014-01-08,2722.3536
2014-01-09,3249.8071999999997
2014-01-10,1905.046
2014-01-11,582.68
2014-01-12,146.8824
2014-01-13,2486.8835999999997
2014-01-14,2296.5412
2014-01-15,2944.2676
2014-01-16,2633.8252
2014-01-17,1614.8916
2014-01-18,1065.3092
2014-01-19,0.0
2014-01-20,2737.3388
2014-01-21,3425.2176
2014-01-22,2563.9788
2014-01-23,3399.1040000000003
2014-01-24,2284.7728
2014-01-25,1381.1084
2014-01-26,185.668
2014-01-27,2801.9336
2014-01-28,4935.932
2014-01-29,6273.4248
2014-01-30,6745.4796
2014-01-31,9051.096800000001
2014-02-01,2537.6852
2014-02-02,598.2488
2014-02-03,2454.1376
2014-02-04,2457.3392000000003
2014-02-05,3085.5212
2014-02-06,1686.132
2014-02-07,1704.5151999999998
2014-02-08,1357.9572
2014-02-09,361.0752
2014-02-10,1871.7372
2014-02-11,2496.006
2014-02-12,1626.0792000000001
2014-02-13,2576.214
2014-02-14,1622.9432000000002
2014-02-15,1065.3203999999998
2014-02-16,107.344
2014-02-17,2597.0144
2014-02-18,1978.3252
2014-02-19,1867.4848000000002
2014-02-20,1961.7148000000002
2014-02-21,1265.6936
2014-02-22,943.2764
2014-02-23,
2014-02-24,2169.7616
2014-02-25,1374.1116
2014-02-26,2006.8496
2014-02-27,2711.8876
2014-02-28,1927.7160000000001
2014-03-01,1301.796
2014-03-02,231.63119999999998
2014-03-03,1254.6948
2014-03-04,1641.602
2014-03-05,1917.9228
2014-03-06,2143.288
2014-03-07,1677.0536
2014-03-08,884.8947999999999
2014-03-09,158.2416
2014-03-10,1553.8696
2014-03-11,1543.7435999999998
2014-03-12,2158.8208
2014-03-13,2180.7144
2014-03-14,2339.0104
2014-03-15,1212.7252
2014-03-16,
2014-03-17,2085.1952
2014-03-18,2246.5784
2014-03-19,1657.2844
2014-03-20,1725.08
2014-03-21,1806.9456
2014-03-22,728.1516
2014-03-23,899.4388
2014-03-24,1379.5796
2014-03-25,3219.0316
2014-03-26,2128.8808
2014-03-27,2214.5616
2014-03-28,1083.7384
2014-03-29,1352.0796
2014-03-30,85.098
2014-03-31,1117.0192
2014-04-01,2193.5712
2014-04-02,1867.7207999999998
2014-04-03,1047.3668
2014-04-04,1016.3367999999999
2014-04-05,1133.6264
2014-04-06,64.3748
2014-04-07,1394.5135999999998
2014-04-08,1074.9956
2014-04-09,1640.27
2014-04-10,2234.6324
2014-04-11,1755.406
2014-04-12,693.6024000000001
2014-04-13,123.50120000000001
2014-04-14,2259.4944
2014-04-15,2564.0456
2014-04-16,1938.6944
2014-04-17,1780.6576
2014-04-18,2243.7192
2014-04-19,1417.704
2014-04-20,
2014-04-21,
2014-04-22,1588.8624
2014-04-23,1458.1604
2014-04-24,1749.8008
2014-04-25,7.6052
2014-04-26,808.0896
2014-04-27,135.5992
2014-04-28,1695.3576
2014-04-29,1678.6528
2014-04-30,1924.1172
2014-05-01,39.572399999999995
2014-05-02,1672.5376
2014-05-03,1871.2688
2014-05-04,42.0188
2014-05-05,1903.1428
2014-05-06,1256.2864
2014-05-07,2626.9759999999997
2014-05-08,1516.8067999999998
2014-05-09,2039.2495999999999
2014-05-10,915.8792
2014-05-11,
2014-05-12,1991.4735999999998
2014-05-13,2931.3228000000004
2014-05-14,1496.3536
2014-05-15,2068.9664000000002
2014-05-16,1199.056
2014-05-17,738.5992
2014-05-18,91.0476
2014-05-19,1887.7812
2014-05-20,3160.0728000000004
2014-05-21,1757.1732000000002
2014-05-22,2110.5396
2014-05-23,2045.6624
2014-05-24,1163.774
2014-05-25,0.0
2014-05-26,1772.7556
2014-05-27,2395.7964
2014-05-28,1912.3548
2014-05-29,2805.0608
2014-05-30,2568.7792
2014-05-31,930.8739999999999
2014-06-01,6.348
2014-06-02,313.54400000000004
2014-06-03,2632.0847999999996
2014-06-04,3000.4924
2014-06-05,2219.4516
2014-06-06,2244.1144
2014-06-07,1294.5767999999998
2014-06-08,243.0468
2014-06-09,2190.8388
2014-06-10,4957.4996
2014-06-11,3113.6268
2014-06-12,3432.5188
2014-06-13,2870.6744
2014-06-14,842.3760000000001
2014-06-15,392.7712
2014-06-16,2238.3516
2014-06-17,981.7644
2014-06-18,1609.0511999999999
2014-06-19,2691.6191999999996
2014-06-20,1918.4572
2014-06-21,614.3192
2014-06-22,324.5636
2014-06-23,899.0972
2014-06-24,2143.7104
2014-06-25,1785.3948
2014-06-26,1832.3136
2014-06-27,907.5924
2014-06-28,1501.4735999999998
2014-06-29,
2014-06-30,1482.7160000000001
2014-07-01,1898.8788
2014-07-02,1131.8103999999998
2014-07-03,1035.9756
2014-07-04,1589.656
2014-07-05,346.97839999999997
2014-07-06,
2014-07-07,774.3428
2014-07-08,1861.86
2014-07-09,773.7984
2014-07-10,1114.5803999999998
2014-07-11,2871.6367999999998
2014-07-12,1006.9404
2014-07-13,104.7608
2014-07-14,1020.1624
2014-07-15,781.1092
2014-07-16,1317.6184
2014-07-17,1211.672
2014-07-18,732.3472
2014-07-19,808.1972000000001
2014-07-20,73.48479999999999
2014-07-21,1026.2456
2014-07-22,2044.2828
2014-07-23,1863.3023999999998
2014-07-24,1145.402
2014-07-25,1452.4624
2014-07-26,639.6148000000001
2014-07-27,3.0060000000000002
2014-07-28,946.6896
2014-07-29,2008.9656
2014-07-30,1453.296
2014-07-31,1681.116
2014-08-01,2709.288
2014-08-02,1199.8652
2014-08-03,0.0
2014-08-04,1772.2232000000001
2014-08-05,1157.79
2014-08-06,1171.68
2014-08-07,1226.758
2014-08-08,763.2052
2014-08-09,111.95479999999999
2014-08-10,46.2472
2014-08-11,218.4924
2014-08-12,120.38
2014-08-13,48.5392
2014-08-14,
2014-08-15,
2014-08-16,171.92520000000002
2014-08-17,
2014-08-18,58.9944
2014-08-19,267.35
2014-08-20,514.8088
2014-08-21,98.0284
2014-08-22,52.72
2014-08-23,60.3256
2014-08-24,
2014-08-25,834.6516
2014-08-26,614.016
2014-08-27,636.6392
2014-08-28,1988.922
2014-08-29,334.20239999999995
2014-08-30,741.6996
2014-08-31,46.52
2014-09-01,980.7460000000001
2014-09-02,2273.4724
2014-09-03,2115.4292
2014-09-04,1034.3672
2014-09-05,1187.4544
2014-09-06,376.1196
2014-09-07,
2014-09-08,972.6039999999999
2014-09-09,2911.3264
2014-09-10,2500.4276
2014-09-11,1555.5708
2014-09-12,1687.5195999999999
2014-09-13,1111.9588
2014-09-14,266.9904
2014-09-15,1717.1076
2014-09-16,1548.3444
2014-09-17,1972.184
2014-09-18,1558.6472
2014-09-19,1289.9108
2014-09-20,1000.4292
2014-09-21,583.1723999999999
2014-09-22,2424.3072
2014-09-23,2634.9
2014-09-24,1483.4779999999998
2014-09-25,3639.4336
2014-09-26,1774.9352
2014-09-27,871.6924
2014-09-28,211.458
2014-09-29,1856.6492
2014-09-30,1519.2488
2014-10-01,1900.4116000000001
2014-10-02,2306.636
2014-10-03,2854.0724
2014-10-04,632.2228
2014-10-05,26.3692
2014-10-06,2104.72
2014-10-07,2667.0647999999997
2014-10-08,2325.7032
2014-10-09,1653.4972
2014-10-10,2000.2132000000001
2014-10-11,1011.7252000000001
2014-10-12,244.632
2014-10-13,1430.4044000000001
2014-10-14,2851.8579999999997
2014-10-15,2542.1423999999997
2014-10-16,1557.8404
2014-10-17,2575.8096
2014-10-18,1317.1148
2014-10-19,359.39639999999997
2014-10-20,2781.0684
2014-10-21,4454.2896
2014-10-22,2758.4336
2014-10-23,3799.6171999999997
2014-10-24,2075.1548000000003
2014-10-25,1775.1948000000002
2014-10-26,386.1712
2014-10-27,1934.116
2014-10-28,3146.4652
2014-10-29,2989.0976
2014-10-30,3294.5872
2014-10-31,2658.3676
2014-11-01,121.8344
2014-11-02,202.7312
2014-11-03,1867.6332
2014-11-04,3081.6459999999997
2014-11-05,2308.3728
2014-11-06,1779.046
2014-11-07,2076.476
2014-11-08,1615.9468
2014-11-09,424.41360000000003
2014-11-10,3245.4492
2014-11-11,3051.0588000000002
2014-11-12,2194.6668
2014-11-13,1957.6012
2014-11-14,2246.5436
2014-11-15,615.0692
2014-11-16,279.0244
2014-11-17,1273.848
2014-11-18,1750.5367999999999
2014-11-19,3022.8276
2014-11-20,1911.5792000000001
2014-11-21,1908.5028
2014-11-22,1106.0048
2014-11-23,234.9968
2014-11-24,1084.5167999999999
2014-11-25,2735.2408
2014-11-26,2359.0276
2014-11-27,1416.4404000000002
2014-11-28,1519.1604
2014-11-29,1146.0936
2014-11-30,203.5048
2014-12-01,2340.748
2014-12-02,2602.5156
